customerId,RG_case,Missing_Daily_Transactions,CountryName,LanguageName,Gender,YearofBirth,age_at_registration,sum_stakes_fixedodds,sum_bets_fixedodds,bettingdays_fixedodds,duration_fixedodds,frequency_fixedodds,bets_per_day_fixedodds,euros_per_bet_fixedodds,net_loss_fixedodds,percent_lost_fixedodds,sum_stakes_liveaction,sum_bets_liveaction,bettingdays_liveaction,duration_liveaction,frequency_liveaction,bets_per_day_liveaction,euros_per_bet_liveaction,net_loss_liveaction,percent_lost_liveaction,sum_stakes_casino,sum_bets_casino,bettingdays_casino,duration_casino,frequency_casino,bets_per_day_casino,euros_per_bet_casino,net_loss_casino,percent_lost_casino,net_loss_fixedodds_nonzero,percent_lost_fixedodds_nonzero,net_loss_liveaction_nonzero,percent_lost_liveaction_nonzero,net_loss_casino_nonzero,percent_lost_casino_nonzero,sum_stakes_fixedodds_sqrt,sum_bets_fixedodds_sqrt,bettingdays_fixedodds_sqrt,duration_fixedodds_sqrt,frequency_fixedodds_sqrt,bets_per_day_fixedodds_sqrt,euros_per_bet_fixedodds_sqrt,net_loss_fixedodds_nonzero_sqrt,percent_lost_fixedodds_nonzero_sqrt,sum_stakes_liveaction_sqrt,sum_bets_liveaction_sqrt,bettingdays_liveaction_sqrt,duration_liveaction_sqrt,frequency_liveaction_sqrt,bets_per_day_liveaction_sqrt,euros_per_bet_liveaction_sqrt,net_loss_liveaction_nonzero_sqrt,percent_lost_liveaction_nonzero_sqrt,sum_stakes_casino_sqrt,sum_bets_casino_sqrt,bettingdays_casino_sqrt,duration_casino_sqrt,frequency_casino_sqrt,bets_per_day_casino_sqrt,euros_per_bet_casino_sqrt,net_loss_casino_nonzero_sqrt,percent_lost_casino_nonzero_sqrt,sum_stakes_fixedodds_sqrt_zeros,sum_bets_fixedodds_sqrt_zeros,bettingdays_fixedodds_sqrt_zeros,duration_fixedodds_sqrt_zeros,frequency_fixedodds_sqrt_zeros,bets_per_day_fixedodds_sqrt_zeros,euros_per_bet_fixedodds_sqrt_zeros,net_loss_fixedodds_sqrt_zeros,percent_lost_fixedodds_sqrt_zeros,sum_stakes_liveaction_sqrt_zeros,sum_bets_liveaction_sqrt_zeros,bettingdays_liveaction_sqrt_zeros,duration_liveaction_sqrt_zeros,frequency_liveaction_sqrt_zeros,bets_per_day_liveaction_sqrt_zeros,euros_per_bet_liveaction_sqrt_zeros,net_loss_liveaction_sqrt_zeros,percent_lost_liveaction_sqrt_zeros,sum_stakes_casino_sqrt_zeros,sum_bets_casino_sqrt_zeros,bettingdays_casino_sqrt_zeros,duration_casino_sqrt_zeros,frequency_casino_sqrt_zeros,bets_per_day_casino_sqrt_zeros,euros_per_bet_casino_sqrt_zeros,net_loss_casino_sqrt_zeros,churn,DaysLastOrder
1317059,0,0,Spain,Spanish,M,1985,19,5409,152,92,1665,0,2,36,1599,0,2729,116,44,1645,0,3,24,406,0,34817,13,22469,8,74,12,10,41,0,1,6,187,4,52,11,7,41,0,2,5,150,3,74,12,10,41,0,1,6,187,4,52,11,7,41,0,2,5,150,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,191
2130908,1,0,Greece_BAW,Greek,M,1969,36,797,508,25,1456,0,20,2,549,1,70,5,3,1449,0,2,14,46,1,27879,27478,69,1436,0,398,1,3,0,34,14,22109,9,38,7,28,23,5,38,0,5,1,184,4,8,2,2,38,0,1,4,149,3,167,166,8,38,0,20,1,196,3,28,23,5,38,0,5,1,184,4,8,2,2,38,0,1,4,149,3,167,166,8,38,0,20,1,196,TRUE,191
3344255,1,0,Germany,German,M,1984,22,137,6,5,22,0,1,23,-20,0,117,2,1,1,1,2,59,-25,0,133302,19048,24,767,0,794,7,3,0,33198,13,22038,8,38369,7,12,2,2,5,0,1,5,182,4,11,1,1,1,1,1,8,148,3,365,138,5,28,0,28,3,196,3,12,2,2,5,0,1,5,182,4,11,1,1,1,1,1,8,148,3,365,138,5,28,0,28,3,196,TRUE,190
2301362,0,0,Spain,Spanish,M,1983,22,1651,96,25,210,0,4,17,-59,0,159,8,4,70,0,2,20,-15,0,4,2,1,1,1,2,2,4,1,33,13,22048,8,35856,8,41,10,5,14,0,2,4,182,4,13,3,2,8,0,1,4,148,3,2,1,1,1,1,1,1,189,3,41,10,5,14,0,2,4,182,4,13,3,2,8,0,1,4,148,3,2,1,1,1,1,1,1,189,TRUE,189
1102276,0,0,United,Kingdom,M,1961,42,115,16,12,2175,0,1,7,42,0,33260,13,11,4,3,47,0,1,3,182,4,11,4,3,47,0,1,3,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,188
2759033,0,0,France_COM,French,M,1984,21,208,23,20,816,0,1,9,65,0,1160,120,60,829,0,2,10,593,1,458,316,17,331,0,19,1,120,0,33283,13,22656,9,35972,7,14,5,4,29,0,1,3,182,4,34,11,8,29,0,1,3,151,3,21,18,4,18,0,4,1,190,3,14,5,4,29,0,1,3,182,4,34,11,8,29,0,1,3,151,3,21,18,4,18,0,4,1,190,TRUE,188
1723411,1,0,Germany,German,M,1971,33,127,14,7,357,0,2,9,110,1,67,9,4,341,0,2,7,60,1,33328,14,22123,9,11,4,3,19,0,1,3,183,4,8,3,2,18,0,2,3,149,3,11,4,3,19,0,1,3,183,4,8,3,2,18,0,2,3,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,188
502856,0,0,Germany,German,F,1969,33,690,51,42,1617,0,1,14,194,0,1360,237,71,1390,0,3,6,-9,0,282,7,2,1334,0,4,40,14,0,33,13,22,8,35866,7,26,7,6,40,0,1,4,183,4,37,15,8,37,0,2,2,149,3,17,3,1,37,0,2,6,189,3,26,7,6,40,0,1,4,183,4,37,15,8,37,0,2,2,149,3,17,3,1,37,0,2,6,189,TRUE,188
3359885,1,0,Poland,Polish,M,1981,24,1595,50,29,104,0,2,32,219,0,34166,617,74,692,0,8,55,-180,0,10,2,1,1,1,2,5,0,0,33,13,22,8,35852,7,40,7,5,10,1,1,6,183,4,185,25,9,26,0,3,7,148,3,3,1,1,1,1,1,2,189,3,40,7,5,10,1,1,6,183,4,185,25,9,26,0,3,7,148,3,3,1,1,1,1,1,2,189,TRUE,187
3482060,1,0,Germany,German,M,1968,38,17586,353,62,1496,0,6,50,-1707,0,5582,60,31,1502,0,2,93,2349,0,15,23,1,560,0,23,1,1,0,32,13,24,8,35853,7,133,19,8,39,0,2,7,178,4,75,8,6,39,0,1,10,156,3,4,5,1,24,0,5,1,189,3,133,19,8,39,0,2,7,178,4,75,8,6,39,0,1,10,156,3,4,5,1,24,0,5,1,189,TRUE,186
1068666,0,0,Austria,German,M,1986,18,2248,328,50,756,0,7,7,938,0,55,7,5,362,0,1,8,-48,-1,34156,13,22015,7,47,18,7,27,0,3,3,185,4,7,3,2,19,0,1,3,148,3,47,18,7,27,0,3,3,185,4,7,3,2,19,0,1,3,148,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,185
627907,1,0,Austria,German,M,1985,18,2614,239,57,1780,0,4,11,-552,0,530,43,13,1779,0,3,12,195,0,138,14,2,411,0,7,10,3,0,33,13,22258,8,35855,7,51,15,8,42,0,2,3,181,4,23,7,4,42,0,2,4,149,3,12,4,1,20,0,3,3,189,3,51,15,8,42,0,2,3,181,4,23,7,4,42,0,2,4,149,3,12,4,1,20,0,3,3,189,TRUE,184
3168337,0,0,Germany,German,M,1968,37,1292,53,22,1505,0,2,24,40,0,23080,1807,104,1515,0,17,13,1435,0,33258,13,23498,8,36,7,5,39,0,2,5,182,4,152,43,10,39,0,4,4,153,3,36,7,5,39,0,2,5,182,4,152,43,10,39,0,4,4,153,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,184
1751937,0,0,Denmark,English,M,1985,20,330,348,143,894,0,2,1,158,0,2,3,2,7,0,2,1,2,1,33376,13,22065,9,18,19,12,30,0,2,1,183,4,1,2,1,3,1,1,1,149,3,18,19,12,30,0,2,1,183,4,1,2,1,3,1,1,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,181
2970714,1,0,Germany,German,M,1966,40,949,123,21,272,0,6,8,129,0,31831,2118,132,1053,0,16,15,7332,0,17,12,1,534,0,12,1,5,0,33347,13,29395,8,35857,7,31,11,5,16,0,2,3,183,4,178,46,11,32,0,4,4,171,3,4,3,1,23,0,3,1,189,3,31,11,5,16,0,2,3,183,4,178,46,11,32,0,4,4,171,3,4,3,1,23,0,3,1,189,TRUE,180
1766299,1,0,Germany,German,M,1984,21,1698,42,27,328,0,2,40,647,0,6097,244,52,320,0,5,25,1098,0,33865,13,23161,8,41,6,5,18,0,1,6,184,4,78,16,7,18,0,2,5,152,3,41,6,5,18,0,1,6,184,4,78,16,7,18,0,2,5,152,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,179
1153292,0,0,Germany,German,M,1983,21,220,39,15,753,0,3,6,7,0,37,6,4,498,0,2,6,-4,0,33225,13,22060,8,15,6,4,27,0,2,2,182,4,6,2,2,22,0,1,2,149,3,15,6,4,27,0,2,2,182,4,6,2,2,22,0,1,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,179
3418331,1,0,Sweden,Swedish,M,1974,31,682,43,27,465,0,2,16,-51,0,36869,1738,88,1499,0,20,21,42,0,59,2,1,1,1,2,30,14,0,33,13,22,8,36,7,26,7,5,22,0,1,4,182,4,192,42,9,39,0,4,5,149,3,8,1,1,1,1,1,5,189,3,26,7,5,22,0,1,4,182,4,192,42,9,39,0,4,5,149,3,8,1,1,1,1,1,5,189,TRUE,179
1053169,1,0,France_COM,French,M,1966,37,7256,744,143,776,0,5,10,1984,0,219498,21439,403,1544,0,53,10,21838,0,51,42,3,47,0,14,1,13,0,35202,13,44,8,35865,7,85,27,12,28,0,2,3,188,4,469,146,20,39,1,7,3,210,3,7,6,2,7,0,4,1,189,3,85,27,12,28,0,2,3,188,4,469,146,20,39,1,7,3,210,3,7,6,2,7,0,4,1,189,TRUE,179
3041605,1,0,Germany,German,M,1980,25,1853,65,21,752,0,3,29,4,0,36885,2452,187,765,0,13,15,2628,0,33222,13,24691,8,43,8,5,27,0,2,5,182,4,192,50,14,28,0,4,4,157,3,43,8,5,27,0,2,5,182,4,192,50,14,28,0,4,4,157,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,178
2229692,1,0,Morocco,French,M,1977,28,62,133,43,1023,0,3,0,-16,0,44,105,24,1022,0,4,0,3,0,33202,13,22066,8,8,12,7,32,0,2,1,182,4,7,10,5,32,0,2,1,149,3,8,12,7,32,0,2,1,182,4,7,10,5,32,0,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,178
1188385,0,0,Germany,German,M,1976,27,180,28,11,40,0,3,6,103,1,33321,14,13,5,3,6,1,2,3,183,4,13,5,3,6,1,2,3,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,177
2440555,1,0,France_COM,French,M,1986,19,801,360,47,684,0,8,2,129,0,2027,558,64,1559,0,9,4,91,0,33347,13,22154,8,28,19,7,26,0,3,1,183,4,45,24,8,39,0,3,2,149,3,28,19,7,26,0,3,1,183,4,45,24,8,39,0,3,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,176
3430392,0,0,Spain,Spanish,F,1972,34,10,1,1,3,0,1,10,-5,0,33214,13,3,1,1,2,1,1,3,182,4,3,1,1,2,1,1,3,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,176
719989,1,0,Germany,German,M,1977,25,18943,8324,823,2042,0,10,2,1476,0,160167,24566,701,2065,0,35,7,6709,0,34694,13,28772,8,138,91,29,45,1,3,2,186,4,400,157,26,45,1,6,3,170,3,138,91,29,45,1,3,2,186,4,400,157,26,45,1,6,3,170,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,175
562883,1,0,Germany,German,M,1969,33,2670,141,35,494,0,4,19,28,0,51,7,2,459,0,4,7,16,0,96509,707,44,1255,0,16,137,5,0,33246,13,22079,8,40359,7,52,12,6,22,0,2,4,182,4,7,3,1,21,0,2,3,149,3,311,27,7,35,0,4,12,201,3,52,12,6,22,0,2,4,182,4,7,3,1,21,0,2,3,149,3,311,27,7,35,0,4,12,201,TRUE,175
1879308,0,0,Austria,English,M,1967,38,26295,190,82,293,0,2,138,-2681,0,30537,13,162,14,9,17,1,2,12,175,4,162,14,9,17,1,2,12,175,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,175
3378409,0,0,Turkey,Turkish,M,1967,39,62,36,12,12,1,3,2,12,0,11,9,4,11,0,2,1,0,0,33230,13,22063,8,8,6,3,3,1,2,1,182,4,3,3,2,3,1,2,1,149,3,8,6,3,3,1,2,1,182,4,3,3,2,3,1,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,175
2818081,0,0,Germany,German,M,1983,22,11,15,6,1274,0,3,1,7,1,3,4,2,7,0,2,1,3,1,33225,14,22066,9,3,4,2,36,0,2,1,182,4,2,2,1,3,1,1,1,149,3,3,4,2,36,0,2,1,182,4,2,2,1,3,1,1,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,174
1402736,1,0,Germany,German,F,1980,24,266,29,24,1017,0,1,9,157,1,332,42,7,692,0,6,8,-16,0,33375,14,22047,8,16,5,5,32,0,1,3,183,4,18,6,3,26,0,2,3,148,3,16,5,5,32,0,1,3,183,4,18,6,3,26,0,2,3,148,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,174
1665022,0,0,Germany,German,M,1977,28,338,21,8,410,0,3,16,9,0,33227,13,18,5,3,20,0,2,4,182,4,18,5,3,20,0,2,4,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,174
876762,0,0,Norway,Norwegian,M,1947,53,405,43,33,575,0,1,9,86,0,117,12,3,211,0,4,10,-28,0,33304,13,22035,8,20,7,6,24,0,1,3,182,4,11,3,2,15,0,2,3,148,3,20,7,6,24,0,1,3,182,4,11,3,2,15,0,2,3,148,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,173
3113788,0,0,Germany,German,F,1947,59,10,10,1,1,1,10,1,10,1,33228,14,3,3,1,1,1,3,1,182,4,3,3,1,1,1,3,1,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,171
2990875,0,0,Germany,German,M,1984,21,2238,826,232,1577,0,4,3,759,0,3665,754,196,1599,0,4,5,253,0,122,65,6,643,0,11,2,30,0,33977,13,22,8,35882,7,47,29,15,40,0,2,2,184,4,61,27,14,40,0,2,2,149,3,11,8,2,25,0,3,1,189,3,47,29,15,40,0,2,2,184,4,61,27,14,40,0,2,2,149,3,11,8,2,25,0,3,1,189,TRUE,170
3125297,0,0,Poland,Polish,M,1983,23,995,100,44,871,0,2,10,53,0,33271,13,32,10,7,30,0,2,3,182,4,32,10,7,30,0,2,3,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,170
2676986,0,0,Czech,Republic,M,1981,24,17,7,7,53,0,1,2,9,1,43,12,7,20,0,2,4,-6,0,33227,14,22057,8,4,3,3,7,0,1,2,182,4,7,3,3,4,1,1,2,149,3,4,3,3,7,0,1,2,182,4,7,3,3,4,1,1,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,169
3298891,0,0,Germany,German,M,1979,26,23,11,1,1,1,11,2,23,1,33241,14,5,3,1,1,1,3,1,182,4,5,3,1,1,1,3,1,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,168
1869318,1,0,Germany,German,M,1978,26,5552,1015,103,1612,0,10,5,2001,0,3861,126,53,1610,0,2,31,1600,0,58,28,1,1,1,28,2,50,1,35219,13,23663,8,35902,8,75,32,10,40,0,3,2,188,4,62,11,7,40,0,2,6,154,3,8,5,1,1,1,5,1,189,3,75,32,10,40,0,3,2,188,4,62,11,7,40,0,2,6,154,3,8,5,1,1,1,5,1,189,TRUE,168
3553000,0,0,Germany,German,M,1975,31,5,6,1,1,1,6,1,5,1,85,64,2,2,1,32,1,-14,0,153,15,2,2,1,8,10,21,0,33223,14,22049,8,35873,7,2,2,1,1,1,2,1,182,4,9,8,1,1,1,6,1,148,3,12,4,1,1,1,3,3,189,3,2,2,1,1,1,2,1,182,4,9,8,1,1,1,6,1,148,3,12,4,1,1,1,3,3,189,TRUE,168
3166557,0,0,Germany,German,M,1969,37,555,178,40,1482,0,4,3,126,0,747,192,50,1501,0,4,4,114,0,33344,13,22177,8,24,13,6,38,0,2,2,183,4,27,14,7,39,0,2,2,149,3,24,13,6,38,0,2,2,183,4,27,14,7,39,0,2,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,168
3108964,0,0,Germany,German,M,1967,38,724,63,23,742,0,3,11,71,0,25,3,2,16,0,2,8,-10,0,5,5,1,1,1,5,1,5,1,33289,13,22053,8,35857,8,27,8,5,27,0,2,3,182,4,5,2,1,4,0,1,3,149,3,2,2,1,1,1,2,1,189,3,27,8,5,27,0,2,3,182,4,5,2,1,4,0,1,3,149,3,2,2,1,1,1,2,1,189,TRUE,168
2141867,1,0,Italy_BAW,Italian,M,1982,23,536,105,33,1320,0,3,5,248,0,26044,885,146,1355,0,6,29,3634,0,24135,86,10,1305,0,9,281,-28,0,33466,13,26,8,35824,7,23,10,6,36,0,2,2,183,4,161,30,12,37,0,2,5,160,3,155,9,3,36,0,3,17,189,3,23,10,6,36,0,2,2,183,4,161,30,12,37,0,2,5,160,3,155,9,3,36,0,3,17,189,TRUE,166
1606117,0,0,Germany,German,M,1980,25,11,4,3,1123,0,1,3,11,1,2,1,1,1,1,1,2,-1,0,33229,14,22062,8,3,2,2,34,0,1,2,182,4,1,1,1,1,1,1,1,149,3,3,2,2,34,0,1,2,182,4,1,1,1,1,1,1,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,165
3115447,0,0,Germany,German,M,1984,21,9,3,1,37,0,3,3,-1,0,33217,13,3,2,1,6,0,2,2,182,4,3,2,1,6,0,2,2,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,164
2082726,1,0,Austria,German,M,1982,23,6316,54,30,1399,0,2,117,-832,0,176517,1903,160,1686,0,12,93,14791,0,887,62,8,1117,0,8,14,136,0,32,13,37,8,35988,7,79,7,5,37,0,1,11,180,4,420,44,13,41,0,3,10,192,3,30,8,3,33,0,3,4,190,3,79,7,5,37,0,1,11,180,4,420,44,13,41,0,3,10,192,3,30,8,3,33,0,3,4,190,TRUE,164
2387631,1,0,Switzerland,German,M,1976,29,1863,79,42,205,0,2,24,595,0,53462,1636,115,1660,0,14,33,6948,0,33813,13,29011,8,43,9,6,14,0,1,5,184,4,231,40,11,41,0,4,6,170,3,43,9,6,14,0,1,5,184,4,231,40,11,41,0,4,6,170,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,164
3119956,0,0,Slovenia,Slovenian,M,1962,43,73,103,21,43,0,5,1,11,0,11,11,3,16,0,4,1,4,0,33229,13,22067,8,9,10,5,7,1,2,1,182,4,3,3,2,4,0,2,1,149,3,9,10,5,7,1,2,1,182,4,3,3,2,4,0,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,164
3081335,0,0,Germany,German,M,1962,43,2605,230,49,1486,0,5,11,249,0,2402,362,39,1464,0,9,7,57,0,35696,6255,26,1448,0,241,6,951,0,33467,13,22120,8,36803,7,51,15,7,39,0,2,3,183,4,49,19,6,38,0,3,3,149,3,189,79,5,38,0,16,2,192,3,51,15,7,39,0,2,3,183,4,49,19,6,38,0,3,3,149,3,189,79,5,38,0,16,2,192,TRUE,164
3220319,1,0,Spain,Spanish,M,1979,26,5708,109,29,1172,0,4,52,-288,0,51165,1089,42,734,0,26,47,2428,0,173495,8124,31,1134,0,262,21,2,0,33,13,24,8,38159,7,76,10,5,34,0,2,7,181,4,226,33,6,27,0,5,7,156,3,417,90,6,34,0,16,5,195,3,76,10,5,34,0,2,7,181,4,226,33,6,27,0,5,7,156,3,417,90,6,34,0,16,5,195,TRUE,163
3097696,1,0,Germany,German,M,1974,32,348,39,9,66,0,4,9,104,0,205,77,9,957,0,9,3,-8,0,831,59,2,17,0,30,14,62,0,33322,13,22055,8,35914,7,19,6,3,8,0,2,3,183,4,14,9,3,31,0,3,2,149,3,29,8,1,4,0,5,4,190,3,19,6,3,8,0,2,3,183,4,14,9,3,31,0,3,2,149,3,29,8,1,4,0,5,4,190,TRUE,162
3552813,0,0,Poland,Polish,M,1973,33,60,3,1,1,1,3,20,60,1,33278,14,8,2,1,1,1,2,4,182,4,8,2,1,1,1,2,4,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,162
1786123,0,0,Norway,Norwegian,M,1981,24,526,45,18,371,0,3,12,-106,0,246,130,5,230,0,26,2,7,0,33112,13,35859,7,23,7,4,19,0,2,3,182,4,16,11,2,15,0,5,1,189,3,23,7,4,19,0,2,3,182,4,0,0,0,0,0,0,0,0,0,16,11,2,15,0,5,1,189,3,,,,,,,,,,,,,,,,,,,,TRUE,161
539496,0,0,Germany,German,M,1979,23,364,420,44,1576,0,10,1,135,0,19,13,8,113,0,2,1,-17,-1,33353,13,22046,7,19,20,7,40,0,3,1,183,4,4,4,3,11,0,1,1,148,3,19,20,7,40,0,3,1,183,4,4,4,3,11,0,1,1,148,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,161
2314911,1,0,Germany,German,M,1971,34,442,83,15,644,0,6,5,187,0,99,18,2,2,1,9,6,24,0,27,12,2,3,1,6,2,1,0,33405,13,22087,8,35853,7,21,9,4,25,0,2,2,183,4,10,4,1,1,1,3,2,149,3,5,3,1,2,1,2,2,189,3,21,9,4,25,0,2,2,183,4,10,4,1,1,1,3,2,149,3,5,3,1,2,1,2,2,189,TRUE,161
1227473,0,0,Switzerland,German,M,1966,38,243,76,36,2099,0,2,3,144,1,49,32,11,1978,0,3,2,-5,0,33362,14,22058,8,16,9,6,46,0,1,2,183,4,7,6,3,44,0,2,1,149,3,16,9,6,46,0,1,2,183,4,7,6,3,44,0,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,161
3158507,0,0,Belgium,Dutch,M,1956,50,40,3,2,684,0,2,13,40,1,33258,14,6,2,1,26,0,1,4,182,4,6,2,1,26,0,1,4,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,161
3501476,0,0,United,Kingdom,M,1979,26,71,44,28,1545,0,2,2,59,1,2458,352,7,1539,0,50,7,-52,0,33277,14,35800,7,8,7,5,39,0,1,1,182,4,50,19,3,39,0,7,3,189,3,8,7,5,39,0,1,1,182,4,0,0,0,0,0,0,0,0,0,50,19,3,39,0,7,3,189,3,,,,,,,,,,,,,,,,,,,,TRUE,160
3567940,0,0,France_COM,French,M,1986,19,14,8,3,4,1,3,2,11,1,1,5,1,1,1,5,0,1,1,33229,14,35853,8,4,3,2,2,1,2,1,182,4,1,2,1,1,1,2,1,189,3,4,3,2,2,1,2,1,182,4,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,189,3,,,,,,,,,,,,,,,,,,,,TRUE,160
897560,0,0,Norway,Norwegian,M,1977,24,1166,148,52,945,0,3,8,100,0,51,5,5,79,0,1,10,9,0,9,7,1,1,1,7,1,5,1,33,13,22,8,35857,8,34,12,7,31,0,2,3,183,4,7,2,2,9,0,1,3,149,3,3,3,1,1,1,3,1,189,3,34,12,7,31,0,2,3,183,4,7,2,2,9,0,1,3,149,3,3,3,1,1,1,3,1,189,TRUE,160
2130868,1,0,Germany,German,M,1973,32,1447,408,45,1140,0,9,4,409,0,40781,5102,94,1141,0,54,8,3773,0,33627,13,25836,8,38,20,7,34,0,3,2,183,4,202,71,10,34,0,7,3,161,3,38,20,7,34,0,3,2,183,4,202,71,10,34,0,7,3,161,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,160
1267246,1,0,Greece_BTO,Greek,M,1970,34,2515,464,159,1626,0,3,5,964,0,704,166,47,1592,0,4,4,167,0,22404,7417,74,1531,0,100,3,842,0,34,13,22,8,36694,7,50,22,13,40,0,2,2,185,4,27,13,7,40,0,2,2,149,3,150,86,9,39,0,10,2,192,3,50,22,13,40,0,2,2,185,4,27,13,7,40,0,2,2,149,3,150,86,9,39,0,10,2,192,TRUE,160
1281272,1,0,Germany,German,M,1970,34,2168,265,111,1603,0,2,8,1191,1,344,58,26,1519,0,2,6,8,0,40,82,1,1,1,82,0,10,0,34,14,22,8,35862,7,47,16,11,40,0,2,3,185,4,19,8,5,39,0,1,2,149,3,6,9,1,1,1,9,1,189,3,47,16,11,40,0,2,3,185,4,19,8,5,39,0,1,2,149,3,6,9,1,1,1,9,1,189,TRUE,160
867737,0,0,Germany,German,M,1960,43,924,690,68,1295,0,10,1,576,1,33794,14,30,26,8,36,0,3,1,184,4,30,26,8,36,0,3,1,184,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,160
2925134,1,0,Germany,German,M,1977,28,623,131,32,1100,0,4,5,233,0,256,43,8,1097,0,5,6,123,0,2847,36,6,62,0,6,79,240,0,33,13,22186,8,36092,7,25,11,6,33,0,2,2,183,4,16,7,3,33,0,2,2,149,3,53,6,2,8,0,2,9,190,3,25,11,6,33,0,2,2,183,4,16,7,3,33,0,2,2,149,3,53,6,2,8,0,2,9,190,TRUE,158
1533580,1,0,Spain,Spanish,M,1971,33,10907,789,216,1045,0,4,14,-422,0,9637,501,102,1045,0,5,19,1164,0,162552,193180,196,619,0,986,1,8,0,33,13,23227,8,44,7,104,28,15,32,0,2,4,181,4,98,22,10,32,0,2,4,152,3,403,440,14,25,1,31,1,209,3,104,28,15,32,0,2,4,181,4,98,22,10,32,0,2,4,152,3,403,440,14,25,1,31,1,209,TRUE,158
3164496,0,0,Poland,Polish,M,1985,20,129,85,70,1471,0,1,2,39,0,92,92,2,2,1,46,1,4,0,33257,13,35856,7,11,9,8,38,0,1,1,182,4,10,10,1,1,1,7,1,189,3,11,9,8,38,0,1,1,182,4,0,0,0,0,0,0,0,0,0,10,10,1,1,1,7,1,189,3,,,,,,,,,,,,,,,,,,,,TRUE,157
